Epoch, HIS,ARG,LYS,GLN,GLU,ASP,ASN,GLY,ALA,SER,THR,PRO,CYS,VAL,ILE,MET,LEU,PHE,TYR,TRP
84,0.18518518518518517,nan,0.10846624904316311,0.16878980891719744,0.40809968847352024,0.4271466066741657,0.3233082706766917,0.6645188145188146,0.3530261864847679,0.1414133311943531,0.3966979027219991,0.4940178464247129,0.0910963337844995,0.2898117813323055,0.2057057057057057,0.11212397447584321,0.40273363000635726,0.10991253644314869,0.3551912568306011,0.1464136061128913
85,0.2702702702702703,nan,0.10333677214226522,0.15782122905027932,0.49038461538461536,0.43960990247561893,0.33008921330089214,0.6590224883609982,0.3660308273784917,0.15946437962700757,0.46231721034870643,0.5162004074747519,0.11136808397082369,0.2937172588289797,0.20852829096522116,0.1152856407617087,0.39461436170212766,0.10447571608735494,0.3328840970350404,0.13847780126849896
86,0.18461538461538463,nan,0.10511024297016625,0.14775725593667546,0.4861111111111111,0.44039636417821487,0.3417391304347826,0.6463543332267349,0.3697857948139797,0.1616607552680993,0.4481818181818182,0.5063612701717856,0.1159682703914468,0.28753066475198946,0.20502985170443602,0.11046990931574609,0.3934548159166977,0.10242797298452595,0.3958333333333333,0.17912413566019098
87,0.1557377049180328,nan,0.10863703574845612,0.15625,0.4472049689440994,0.3964533452673976,0.3149764942914708,0.6340630021999283,0.34745227570797105,0.1581530861069766,0.4439481911567664,0.49576469154360236,0.09979069610424685,0.2838344779823397,0.2029823397466275,0.12159002338269681,0.38566942620610906,0.10393300302538694,0.41379310344827586,0.1710806697108067
88,0.21052631578947367,nan,0.10833445175144275,0.15632183908045977,0.4229607250755287,0.3948624056813138,0.3011456628477905,0.6274947297151738,0.3186366186646718,0.1498054339275894,0.45937300063979525,0.49744724981053806,0.10888926230885565,0.2936892445222392,0.22154111806604793,0.11320754716981132,0.3810844115834874,0.1025978432686976,0.3902439024390244,0.17006598680263948
89,0.23943661971830985,nan,0.10967799670059451,0.12244897959183673,0.3898678414096916,0.40406538391941615,0.32676923076923076,0.6847405246801048,0.3587387877140527,0.14837566611712716,0.44690052859202306,0.49856527977044474,0.09501477579339586,0.28328458455205285,0.20186693094766164,0.10432692307692308,0.39194373401534527,0.106570759513747,0.4088235294117647,0.22470373746581587
90,0.16279069767441862,nan,0.10750958480696644,0.14331210191082802,0.4033018867924528,0.41226782408884916,0.3406998158379374,0.6342366841710427,0.3591574807224551,0.15154683197620486,0.46313528990694347,0.5169498910675381,0.0953058321479374,0.2846199175014732,0.20262336039975015,0.09836065573770492,0.39298955173576,0.10600753797540641,0.32732732732732733,0.15675389902194026
91,0.25,nan,0.10673164963987801,0.15675675675675677,0.5087719298245614,0.4511650564260778,0.32884615384615384,0.6598399789272661,0.36433451618028706,0.15904467409878753,0.45262522631261315,0.4964927663305568,0.09230857933579335,0.2861054982452409,0.2105636621665878,0.09254402397901836,0.3836310317248734,0.10377650518495589,0.3425414364640884,0.17690339091490723
92,0.2054794520547945,nan,0.11172737029211524,0.1592356687898089,0.3793859649122807,0.4099308610936518,0.3191632928475034,0.6894906692858145,0.3460812374398636,0.13820497026704967,0.4238636363636364,0.5111691760724765,0.09515915119363395,0.2791841727383928,0.2026635330983157,0.10757816640169582,0.39602446483180426,0.10711150131694469,0.234375,0.1772756206238065
93,0.24358974358974358,nan,0.11006714566257834,0.15843621399176955,0.412,0.41360552924612826,0.3026729559748428,0.6647830205926837,0.34712096414224075,0.15187948246657296,0.41440377804014167,0.5155544738472431,0.1056516552341187,0.28753674309229865,0.21210914881297047,0.1159488878371983,0.389564336372847,0.10023199731371532,0.45695364238410596,0.14400921658986174
94,0.2191780821917808,nan,0.10605307270506009,0.17429193899782136,0.41263940520446096,0.42764365381900327,0.32432432432432434,0.6284593526068692,0.3398339342292145,0.15320891629489486,0.4291249596383597,0.5034494120554377,0.10627583615182262,0.2827719683401699,0.21379694319222686,0.09140767824497258,0.4277992277992278,0.10537272006344171,0.4807692307692308,0.1962989840348331
95,0.21296296296296297,nan,0.10864927909885438,0.19672131147540983,0.4699248120300752,0.4215280650944697,0.33079847908745247,0.6490423435935532,0.33425343761181825,0.14729654031849343,0.44410129709697344,0.481900671348695,0.09441498519385717,0.3027156549520767,0.207112810707457,0.1075,0.38877445932028837,0.10682727925876853,0.4427860696517413,0.19332161687170474
96,0.14782608695652175,nan,0.1065578259107686,0.16666666666666666,0.38817480719794345,0.4168118185923489,0.343027591349739,0.6495203759737334,0.347471532991895,0.1554800339847069,0.45708376421923474,0.4765145106116894,0.09879568687858843,0.3008884572497392,0.21590169431349732,0.11494252873563218,0.4198071866783523,0.10199593344122163,0.4276923076923077,0.1650995575221239
97,0.1864406779661017,nan,0.10306818335886764,0.1556122448979592,0.44871794871794873,0.4429841221606017,0.3337271116361488,0.7093911173479616,0.3852844216875921,0.15571179091894496,0.44765342960288806,0.4896070780048681,0.10930139720558882,0.27896344813943774,0.20852309694209498,0.11918951132300358,0.38057971014492753,0.10705964353280892,0.3473053892215569,0.20358368280594738
98,0.21951219512195122,nan,0.10815829303407287,0.15053763440860216,0.39880952380952384,0.4244089012517385,0.33695652173913043,0.6878190720122663,0.34675679562778655,0.1490915941058272,0.4081484176064023,0.5247186949252113,0.11337288909173893,0.26648596081027953,0.20515390121689334,0.09851421188630491,0.39855784988528353,0.10875753681921518,0.40443213296398894,0.19245819992885094
99,0.2413793103448276,nan,0.10377069018420772,0.13963963963963963,0.4596774193548387,0.409919721202315,0.32727272727272727,0.6461283062237617,0.34252348311754255,0.15010115512628075,0.4316909294512878,0.5007774458856745,0.09721944388877776,0.29745304043298315,0.21692125968487858,0.1025968497232865,0.3873943120676403,0.11006682070817461,0.38250428816466553,0.16643741403026135
100,0.14814814814814814,nan,0.1070183281180152,0.13978494623655913,0.47419354838709676,0.4501036914143509,0.32297194844579225,0.6176629944013003,0.3301471832177297,0.1480343937369257,0.4180672268907563,0.5040744331896108,0.1034235668789809,0.2910996689959544,0.2161356145032177,0.12369337979094076,0.4126746506986028,0.10435131520285332,0.450199203187251,0.14658210007047218
