Epoch, HIS,ARG,LYS,GLN,GLU,ASP,ASN,GLY,ALA,SER,THR,PRO,CYS,VAL,ILE,MET,LEU,PHE,TYR,TRP
11,0.125,nan,0.10724525500169817,nan,0.4015151515151515,0.3734003297479783,0.27704194260485654,0.640349175557711,0.2914696650641662,0.13235158370205355,0.41865079365079366,0.45103415390117424,0.08604021655065738,0.27728049593001364,0.19729333115930214,0.13043478260869565,0.3522975929978118,0.09697242715805936,nan,0.13127646702964307
12,0.0,nan,0.1025113357705384,nan,0.2,0.3843516209476309,0.30798479087452474,0.6378340252953529,0.3159295461143908,0.14206269341060931,0.42941757156959526,0.43972720800389703,0.08321225729758289,0.2857515317429279,0.20426015223369068,0.1111111111111111,0.3675889328063241,0.09968162243733666,nan,0.10950149126544526
13,0.25,nan,0.10312308591302388,1.0,0.4453125,0.3933194154488518,0.30544354838709675,0.6472348008043027,0.3084976525821596,0.1360203321616642,0.41884328358208955,0.45691503215595136,0.09130932464559302,0.28084915532964566,0.20514805496419586,0.1191992720655141,0.36960985626283366,0.10026331975090336,0.0,0.17371252882398155
14,0.2727272727272727,nan,0.10425825238621098,0.0,0.4180327868852459,0.3990740740740741,0.3355263157894737,0.6522513901034533,0.3351271209708418,0.1401076276480945,0.44965104685942175,0.4802996422182469,0.08953540820929183,0.26450911523666165,0.19397316150390162,0.11144883485309018,0.38380281690140844,0.10060920441522408,0.3333333333333333,0.1446862996158771
15,0.10526315789473684,nan,0.10684071479458561,0.1875,0.35051546391752575,0.4085606773283161,0.28125,0.6305339415079152,0.3308360208385016,0.1373467916366258,0.45492957746478874,0.49563836285888824,0.09706303724928367,0.28524844219158624,0.19624500752962745,0.11995753715498939,0.34902309058614567,0.0963019773917103,nan,0.14738124238733252
16,0.19148936170212766,nan,0.11103552021094086,0.2727272727272727,0.4326923076923077,0.3960572028763028,0.31911447084233263,0.6590095117522613,0.3195271378030891,0.13613114919928432,0.4063852813852814,0.46846865621873957,0.08049835021049039,0.2747059002340639,0.19373564961226877,0.10142543859649122,0.373109243697479,0.09919148268832007,nan,0.12130996309963099
17,0.2631578947368421,nan,0.10305053192413091,0.18181818181818182,0.39090909090909093,0.39514891003991404,0.29556354916067146,0.6703619561689698,0.3169004494075991,0.13841116039375415,0.4225473321858864,0.4769984107211889,0.10500681862458601,0.28083752093802344,0.2019532792090764,0.11655874190564293,0.38704581358609796,0.10235659847573204,0.0,0.17112676056338028
18,0.19548872180451127,nan,0.11001400163487297,0.6666666666666666,0.38461538461538464,0.3914950561296558,0.283476898981989,0.6718685761271755,0.3188131868131868,0.13880580408275464,0.39521209575808486,0.45371607879597886,0.08385040132065805,0.27396506670334203,0.1994109246697608,0.11579980372914622,0.3693304535637149,0.0994580154632555,nan,0.17735042735042736
19,0.2222222222222222,nan,0.10725885583454403,0.125,0.4519230769230769,0.387738795670807,0.28600405679513186,0.6331073624467918,0.35360303413400757,0.13715526887382348,0.4419642857142857,0.4702049374087854,0.09150854528327278,0.2806687271705535,0.19911574571524193,0.13493377483443708,0.3629222309505106,0.09880019369070464,nan,0.17852062588904694
20,0.16666666666666666,nan,0.1069467546302353,0.10526315789473684,0.39751552795031053,0.43743493649802206,0.31310861423220976,0.628794395008054,0.3196988376188799,0.1487785925889952,0.42538825118163404,0.43192780195956504,0.09378092410748268,0.27456662767201956,0.19565918126141613,0.12779552715654952,0.37486457204767065,0.09932766179452873,nan,0.12024729520865533
21,0.0625,nan,0.10883293397337779,0.25,0.4230769230769231,0.40964343598055103,0.28903654485049834,0.6561922060766182,0.31225112259595017,0.13787185354691076,0.42254495159059474,0.47035702587618733,0.10217523182251495,0.2738004453527743,0.20523822600576686,0.11578171091445427,0.398406374501992,0.09916514633059532,nan,0.11758893280632411
22,0.38461538461538464,nan,0.10832455800033254,0.1111111111111111,0.42771084337349397,0.3966156212852248,0.2934860415175376,0.660593927260594,0.3562242966251061,0.1375506863583944,0.42276422764227645,0.4774285236582511,0.09492107069320521,0.28056167400881055,0.19954859742772185,0.13333333333333333,0.3810198300283286,0.09851368341284467,0.0,0.13944878650761003
23,0.2261904761904762,nan,0.1028841455705934,0.0,0.42857142857142855,0.4123670106391489,0.2869628550619082,0.641704201195762,0.3236874025298908,0.14788379181295574,0.4223140495867769,0.49326591692363503,0.10004682378648354,0.2835756129312215,0.20374658333188253,0.11696230598669623,0.39227166276346603,0.10191944530567378,0.16666666666666666,0.15489249670908292
24,0.22727272727272727,nan,0.10835174161514331,0.2,0.40229885057471265,0.41031165833012695,0.27956989247311825,0.6483170502126002,0.3352996450198371,0.13839642996625884,0.4050455501051156,0.4784769962982549,0.11786108048511576,0.26883626977892494,0.2052569116130664,0.10888382687927108,0.3860294117647059,0.09944737375785845,0.0,0.13121495327102803
25,0.21875,nan,0.10838726854842815,0.14285714285714285,0.3951612903225806,0.3889147958164013,0.27230046948356806,0.6572335885943005,0.3456001927362525,0.13586334960709323,0.41905925473427,0.47041359957704665,0.08697753080454217,0.29821498712521277,0.20389752151020932,0.1280827366746221,0.3790901835594573,0.1000480743550024,0.0,0.12503703703703703
26,0.14705882352941177,nan,0.10608195931242971,0.21568627450980393,0.4306569343065693,0.4249046132500867,0.30943396226415093,0.670424256829024,0.36227006325073985,0.14674489134915494,0.42867036011080334,0.46994134897360706,0.10948314606741573,0.2701202332133791,0.19264025738990548,0.13174114021571648,0.3884514435695538,0.10279955846528624,nan,0.1859737006887915
27,0.0,nan,0.10541586800466043,0.21052631578947367,0.5,0.41746841797038403,0.32210526315789473,0.5959249017610246,0.3382097105804207,0.13128645254437327,0.4354508196721312,0.5131707073481311,0.11195719283803252,0.29148728338337976,0.20921013633669236,0.12477558348294435,0.39111111111111113,0.10226431447608386,nan,0.17064676616915422
28,0.13636363636363635,nan,0.10930365296803653,0.15270935960591134,0.3738019169329074,0.42718357620749703,0.29497716894977166,0.6746042599747,0.3236910750885038,0.13767847384058746,0.4648648648648649,0.47261989614092254,0.09788194985204797,0.2853763649914131,0.199020792268074,0.13801079414032383,0.37293325168401714,0.09976686367116594,0.5,0.17257318952234207
29,0.2,nan,0.10622584832749668,0.15584415584415584,0.3881578947368421,0.38883620105676736,0.27823050058207216,0.6132372805042774,0.34009656594151794,0.14011574981561095,0.4616419919246299,0.4892773239649115,0.08782243551289742,0.2912491223590987,0.20868216437647902,0.1057945566286216,0.38930885529157666,0.09967862739369472,0.0,0.1508137432188065
30,0.16129032258064516,nan,0.10741844797599812,0.24242424242424243,0.37142857142857144,0.3977304179352339,0.31176470588235294,0.6672853984914193,0.3385996409335727,0.13512626692268428,0.42465093885411653,0.4587271102321778,0.09264091858037578,0.272108269322754,0.2071954120489037,0.13387423935091278,0.3972179289026275,0.10269089348587257,nan,0.19013666072489602
31,0.24,nan,0.10766958859501316,0.24561403508771928,0.42391304347826086,0.3936114044350581,0.2842304060434372,0.6813457140877278,0.3533905399748849,0.14227748253618103,0.4529008109794136,0.4667507274490786,0.09434598018734416,0.2804715032203184,0.20051555304066268,0.10394889663182347,0.3669574700109051,0.10302163994017305,0.0,0.2202609363008442
32,0.17647058823529413,nan,0.1093620646696191,0.15178571428571427,0.41237113402061853,0.40447850022318105,0.31170108161258603,0.6336963002479054,0.3396056397752571,0.13768581133721836,0.4447403462050599,0.4774183086029352,0.1048601864181092,0.28182500452886833,0.2031996800319968,0.1235474006116208,0.3674759736975215,0.09983927553013151,nan,0.1631321370309951
33,0.15555555555555556,nan,0.10833372141759419,0.16379310344827586,0.376271186440678,0.4058189655172414,0.3057324840764331,0.6437715292798205,0.322192110809997,0.14225628181743935,0.46830092983939137,0.48034288493494914,0.1099921183991593,0.2761940219125625,0.20583762934391572,0.10465116279069768,0.3822573153738969,0.10124073754954334,0.0,0.15303430079155672
34,0.14814814814814814,nan,0.11012345679012346,0.20945945945945946,0.41533546325878595,0.42577770443105867,0.2909967845659164,0.6565764404441232,0.37670943183420275,0.14738774461210852,0.451568894952251,0.47913740231476903,0.11069663340483074,0.263987335790568,0.19456057473172647,0.11950549450549451,0.36400610066090494,0.09796079743312906,0.0,0.21966977745872218
35,0.22413793103448276,nan,0.10413364396832658,0.15625,0.43575418994413406,0.40796269727403156,0.2916224814422057,0.6568376562267827,0.3311847077128251,0.14323319699314616,0.45829042224510813,0.48434759281041706,0.10411497989562837,0.2944285067190095,0.20268737594908792,0.1384499623777276,0.3905775075987842,0.10520449795999602,0.3333333333333333,0.15458225984541774
36,0.18823529411764706,nan,0.10435132246766576,0.22535211267605634,0.4083333333333333,0.41430450029222676,0.29994175888177055,0.6441975150505956,0.3349113015746462,0.1430484065652011,0.4630981346309814,0.502341152254066,0.0902008520998174,0.2923183652875883,0.2097560975609756,0.12055016181229773,0.3624226636274829,0.105252248072728,0.5,0.15404317599707282
37,0.17142857142857143,nan,0.1063171471814027,0.17525773195876287,0.41687979539641945,0.4133780727988912,0.3089783281733746,0.6301634541969865,0.319285679242506,0.1404215295348868,0.4433713784021071,0.45340591648162737,0.10832958126969833,0.29117319214156334,0.21126431828790979,0.1296551724137931,0.4069611780455154,0.10608993376066297,0.5,0.14316304680330377
38,0.25925925925925924,nan,0.10538705992619062,0.184,0.4065934065934066,0.41490155131264916,0.304635761589404,0.6528036011351405,0.35618592730661697,0.13870279858843954,0.44777986241400874,0.47445593145339715,0.09786596780232122,0.28704727674868674,0.20038622176314727,0.12786259541984732,0.3950617283950617,0.1096931729037533,0.5,0.18594436310395315
39,0.1888111888111888,nan,0.10771987366375121,0.14,0.3887468030690537,0.4076499686476695,0.286697247706422,0.6462509459176609,0.3195510439877858,0.14085218623694296,0.42513500245459007,0.49223988469492197,0.1027558393547303,0.2840709240305608,0.20837099981920087,0.11825192802056556,0.41131907308377896,0.10323727938505077,0.2222222222222222,0.15964848041010618
40,0.14814814814814814,nan,0.10432559220674936,0.1926605504587156,0.44594594594594594,0.41158579714245297,0.3247422680412371,0.6659694099534791,0.3464793316697407,0.14792346828236946,0.44431882419446017,0.4674546237848165,0.09679403923713173,0.2826351035664227,0.21074502303746848,0.11989100817438691,0.37144549763033174,0.10624286002284793,0.5,0.19694576092680358
41,0.225,nan,0.10808424481842609,0.20491803278688525,0.43258426966292135,0.4153145877688863,0.3052054794520548,0.6414035982343473,0.3277946246832551,0.1456933976271618,0.4594594594594595,0.4780845296656962,0.09105544465194153,0.29575235571260305,0.2128979065098939,0.12894736842105264,0.38956100933287247,0.10146790686731702,0.5,0.17230008244023085
42,0.19047619047619047,nan,0.10936928483961769,0.174496644295302,0.39766081871345027,0.4035253596272034,0.30892143808255657,0.6403956554235644,0.36052078468005605,0.14369076084436702,0.4260780287474333,0.499334830872571,0.1069332199064228,0.28643002459539063,0.20074772431729518,0.12126779972439136,0.38108680310515175,0.100183358361888,0.0,0.1585003711952487
43,0.2702702702702703,nan,0.10722833712232051,0.21476510067114093,0.4312267657992565,0.3993860418493923,0.32421052631578945,0.6615860246330801,0.35204829162515383,0.1441341612556672,0.4206385932438686,0.49348398145440875,0.09016732690829539,0.28984768338538014,0.20008850676444556,0.11032967032967032,0.3938053097345133,0.10596492600050832,0.3888888888888889,0.1448336767736238
44,0.12,nan,0.10801735420824286,0.16058394160583941,0.49572649572649574,0.40304353409528704,0.31386861313868614,0.666649850334645,0.3431215607803902,0.14433705849424364,0.4812623274161736,0.48378405549411885,0.10359712230215827,0.2646209628684617,0.19716606186279592,0.11631108052305575,0.3811742777260019,0.10757079480907168,0.16666666666666666,0.16499442586399107
45,0.2608695652173913,nan,0.10628726061299748,0.15894039735099338,0.37694704049844235,0.4188015473323115,0.3264812575574365,0.6891619131197894,0.3536227063584456,0.13918523022497375,0.4323671497584541,0.45875419348989027,0.09789230446047195,0.2823109342074456,0.19939604138013514,0.12149532710280374,0.39434343434343433,0.11073348361366395,0.28431372549019607,0.17914012738853502
46,0.16842105263157894,nan,0.1093991056674994,0.17164179104477612,0.3902439024390244,0.4194994396712738,0.31466470154753134,0.6725172032962365,0.3620978642876453,0.14715452230801784,0.4485049833887043,0.47090235601602015,0.09563027497958072,0.2783020114714667,0.20474871668224875,0.13400464756003097,0.35442395533750637,0.10128355936894548,0.24456521739130435,0.14980944004690708
47,0.18181818181818182,nan,0.10557768924302789,0.18340611353711792,0.45493562231759654,0.4170756999654338,0.3149861239592969,0.6690405239321852,0.35565442667267405,0.14696534293529065,0.46148255813953487,0.48702382148959694,0.10704822469528352,0.2871487738744376,0.20750354025131304,0.09090909090909091,0.38194983191104215,0.10419857009986754,0.3055555555555556,0.16147029865441417
48,0.2857142857142857,nan,0.10654131538861442,0.16336633663366337,0.3760217983651226,0.4333859510655091,0.3318304779080252,0.6284658897715681,0.330077440946414,0.15256471622162412,0.4196652719665272,0.4937700249199003,0.11213972132086276,0.28121463077984815,0.20271125470472637,0.13827781269641734,0.39540816326530615,0.10260761253170383,0.6,0.1968888888888889
49,0.19444444444444445,nan,0.10593938874668438,0.16271186440677965,0.41025641025641024,0.4174201751907318,0.329923273657289,0.6303499525830574,0.34706750771708494,0.14477961480652943,0.44706527701590787,0.4938235781794064,0.10786106032906764,0.28404599887082876,0.19945815860389376,0.11396181384248211,0.39951573849878935,0.10818173077950241,nan,0.21342078708375378
50,0.2727272727272727,nan,0.1060420296401454,0.15579710144927536,0.46551724137931033,0.40811113879890354,0.3026920551543007,0.6516917966587423,0.3451850984067479,0.1514628073451603,0.46953175112251444,0.48260963068681695,0.08191638327665533,0.2832064941653983,0.21083211441573216,0.1357429718875502,0.3869021973287376,0.10248141423448326,0.35185185185185186,0.1905982905982906
51,0.27450980392156865,nan,0.10993904832908351,0.19011406844106463,0.42134831460674155,0.4021243320735045,0.30438448566610454,0.6537569421757595,0.3368911313797788,0.1404085589096363,0.4066225165562914,0.4899050125416341,0.09665830678506067,0.2816542272039098,0.21091558765896953,0.11534154535274356,0.3600907029478458,0.10247206111189701,0.45,0.16762809636918902
52,0.1935483870967742,nan,0.104277421434213,0.18779342723004694,0.4236111111111111,0.45278951452961974,0.3168044077134986,0.6363607833291489,0.34730795086475585,0.14558663531393676,0.43773946360153254,0.4749066539013882,0.08961146647713812,0.2845257403736409,0.2104443600455754,0.12941847206385404,0.4024640657084189,0.10610683997780772,0.6,0.22868217054263565
53,0.1951219512195122,nan,0.1087842629901254,0.1456953642384106,0.4588744588744589,0.4058227331474049,0.3045912653975364,0.6311729115144729,0.3204651720417216,0.14502312130843417,0.45407725321888415,0.48503554431589635,0.08820378526365909,0.2856415910440166,0.2042230585510603,0.10845588235294118,0.37012750455373405,0.1037842136655842,0.3,0.16300839251129762
54,0.2112676056338028,nan,0.10458832327730609,0.15613382899628253,0.5060728744939271,0.42961321226853505,0.3190406976744186,0.6574238536938359,0.354331076348354,0.16059797779294088,0.46537530266343824,0.506064776979655,0.10849174068232754,0.27791344105574894,0.20643480149107887,0.11556912341910161,0.39059304703476483,0.10304972549843705,nan,0.19733713742272943
55,0.17567567567567569,nan,0.10812287310927239,0.20610687022900764,0.43854748603351956,0.4003854492893279,0.3048555623847572,0.6919010361598646,0.32028928850664584,0.1521716133712144,0.4305396096440873,0.46500190552238535,0.09908492993994852,0.2717980854420122,0.21852246694036792,0.11051930758988016,0.37312072892938497,0.10249585176991151,0.7333333333333333,0.16087212728344136
56,0.11538461538461539,nan,0.10794226785687674,0.17123287671232876,0.46511627906976744,0.4321449970041941,0.31788079470198677,0.6812061445097667,0.3678266881769993,0.15382520688038,0.42447418738049714,0.5126857193771858,0.10599902454885385,0.2823985049968854,0.2146814404432133,0.10206834532374101,0.3784362727597287,0.0972896801836923,nan,0.17316017316017315
57,0.2222222222222222,nan,0.10914198596159948,0.20540540540540542,0.4355400696864111,0.4281492427041005,0.3053977272727273,0.6867429985535282,0.33289237859520354,0.14709965845666842,0.4363712725745485,0.502047588046286,0.10746520455504006,0.29053019651951134,0.20430889662458218,0.12868801004394226,0.3923745173745174,0.1013676717587779,0.6,0.15217995001388504
58,0.3191489361702128,nan,0.10525363989021821,0.15734265734265734,0.4909090909090909,0.42226209371333934,0.3067343173431734,0.6408292954166336,0.35322523255222893,0.1533678837115199,0.4680643588493418,0.48411325206449074,0.09938434476693052,0.288599815019244,0.20314237370074933,0.12298910223144785,0.41309699655342197,0.10604778714589959,0.3,0.16844729344729345
59,0.20408163265306123,nan,0.1088961385237931,0.14130434782608695,0.44886363636363635,0.39886477857269553,0.3131548311990687,0.6965357556327366,0.3499941880739277,0.14306828642180186,0.43465553235908144,0.4877224024378256,0.089616362096091,0.2879895709346483,0.21082113074332234,0.11575726670066293,0.38684087727484834,0.10452939917225632,0.2692307692307692,0.15740462601381797
60,0.17857142857142858,nan,0.104491958796039,0.15454545454545454,0.5053191489361702,0.4346829640947288,0.33565737051792827,0.6777745432128363,0.3370307965927174,0.14947115766947897,0.48132780082987553,0.501292905701297,0.10777698863636363,0.2842340878732084,0.19993887693002738,0.10252544289483603,0.39493399928647877,0.11110990713751666,0.5789473684210527,0.19768934531450577
61,0.3,nan,0.10438371762026757,0.15789473684210525,0.4942528735632184,0.384817779768236,0.31026058631921827,0.6338494194031714,0.3595294637433037,0.14713423778949625,0.44807849550286183,0.4983290864280045,0.10064145100641451,0.29754273504273504,0.20819022920025232,0.12394705174488568,0.41453428863868985,0.10681740114364228,0.5714285714285714,0.20008354218880534
62,0.24444444444444444,nan,0.108584711369556,0.15090090090090091,0.44387755102040816,0.42747589833479405,0.3104738154613466,0.6525116014003094,0.35018807092960774,0.15017931968981743,0.4566929133858268,0.4924903390303175,0.09145408943537041,0.29232475429270716,0.20353239254043543,0.1104374187960156,0.38616641143440533,0.10203793060784418,0.3695652173913043,0.13162747810050715
63,0.29411764705882354,nan,0.11157282443853558,0.13861386138613863,0.4403183023872679,0.43287796687781427,0.3219645293315143,0.6445479425745426,0.311474787363305,0.14827911020940512,0.46804260985352863,0.47657914764079146,0.08049843646356486,0.2790335344742309,0.21663505474609882,0.10985384252710985,0.37445533769063183,0.10110257433645979,0.32142857142857145,0.14097881665449233
64,0.20224719101123595,nan,0.106121295967666,0.15699658703071673,0.42528735632183906,0.4109257766478576,0.3219470538001708,0.6946081293907381,0.37016091417910446,0.15600560983146736,0.45694557270511776,0.4846678189268444,0.10896252908609484,0.28351296965019157,0.2090573713970487,0.11760409057706354,0.3791795932437091,0.10200293030535114,0.3018867924528302,0.18227127091491635
65,0.24324324324324326,nan,0.10913935559173142,0.14052287581699346,0.4742857142857143,0.4203037351210836,0.3047404063205418,0.6522403838334553,0.3709786657636302,0.1515371133181976,0.42847434590553857,0.4821992148410438,0.10219473565125575,0.26315279714861306,0.19334863106277309,0.12323727774371551,0.40977261731978715,0.10680165264453137,0.3684210526315789,0.1758827448367755
66,0.09375,nan,0.10510446671839514,0.1523809523809524,0.44787644787644787,0.408621236133122,0.31952662721893493,0.6834033103161109,0.3600981019407123,0.1503854940034266,0.4226761150479366,0.5238128281636713,0.09816726353486413,0.2734708126574072,0.20807583446381617,0.1304,0.39104915627292736,0.10748380076173518,0.5,0.18500738552437224
67,0.1951219512195122,nan,0.10542271400962522,0.14423076923076922,0.42326732673267325,0.44727453745955364,0.3270799347471452,0.6256521205425642,0.3450580706328514,0.16497207232793715,0.4789833822091887,0.4844286673702389,0.09219644471226272,0.28490114664393545,0.2029781601588352,0.11443066516347238,0.3958026509572901,0.10456410625584911,0.42424242424242425,0.151270207852194
68,0.17857142857142858,nan,0.10760842721176314,0.13380281690140844,0.40589198036006546,0.3936976914003258,0.3174089068825911,0.6468458319922755,0.3380364780492601,0.1465943683409437,0.42961418143899893,0.47863247863247865,0.10014716703458425,0.2936214769785637,0.2071937124364309,0.13676588897827835,0.40048154093097915,0.10396007458186844,0.4251968503937008,0.20154408776919952
69,0.175,nan,0.10770124235626359,0.16666666666666666,0.4393305439330544,0.4217532243603007,0.3148148148148148,0.6458840486867393,0.3388609219228112,0.15022909717385727,0.46473236618309155,0.47696532655806306,0.10031325644311548,0.28820358128489826,0.21310338850853627,0.12191510365251727,0.3919282511210762,0.10380299251870324,0.3475177304964539,0.1911819192293442
70,0.1927710843373494,nan,0.1053832309228195,0.16624685138539042,0.48717948717948717,0.42213495180292754,0.32252701579384874,0.6191908807788831,0.34996009577015164,0.15839022517484852,0.4510035419126328,0.5093620797887308,0.10898985016916385,0.30099920063948843,0.21018537444379806,0.1171945701357466,0.39100145137880987,0.1018567100519608,0.375,0.18458781362007168
71,0.1935483870967742,nan,0.10937602697091425,0.15991902834008098,0.44081632653061226,0.42806811509101583,0.32972136222910214,0.6827801869352638,0.35081903276131043,0.1532059966354528,0.4563356164383562,0.5052490460967309,0.11088937093275487,0.27187669392661024,0.20539870725744333,0.10042283298097252,0.3873190902825637,0.10208562922512623,0.319672131147541,0.1815955213435969
72,0.15463917525773196,nan,0.11010477090846843,0.15320910973084886,0.4004237288135593,0.39514471418254543,0.30616025937934227,0.6363822160734499,0.35212705615428247,0.15379270151528737,0.474964234620887,0.524602884790944,0.10456200139416001,0.2794340959708443,0.19886530372689035,0.11079660331581076,0.3929870989083692,0.10166052424531037,0.30697674418604654,0.17226231565735803
73,0.3,nan,0.10831213054540585,0.17518248175182483,0.46496815286624205,0.4271151127316021,0.31508379888268156,0.6451896628925989,0.3583530805687204,0.14696396304251474,0.4571629213483146,0.5071565995052749,0.09582957909640881,0.27649526549202924,0.20439171051218727,0.10679196924391286,0.39707016191210487,0.1044758356144318,0.40860215053763443,0.16283577956244807
74,0.19696969696969696,nan,0.10966250024918765,0.14634146341463414,0.40289256198347106,0.40866973368755266,0.3208092485549133,0.6317025744730497,0.3425905477031802,0.14300001282166347,0.4281021897810219,0.5066785207764442,0.09565336812469959,0.29314803958757196,0.206709939534367,0.1131630648330059,0.40218470705064546,0.10406365812408158,0.4117647058823529,0.13109381401065137
75,0.13793103448275862,nan,0.10798300898030797,0.15450643776824036,0.4289772727272727,0.42036553524804177,0.31893687707641194,0.6867322937538113,0.3341914345892815,0.14460962011022643,0.424573055028463,0.496281535048073,0.10002179123992155,0.2869286470706088,0.21727581192438197,0.11743286299499317,0.3903225806451613,0.10399971055916352,0.25316455696202533,0.14538834951456311
76,0.20618556701030927,nan,0.10761605840530902,0.2,0.4581673306772908,0.4157444834669671,0.31696085955487335,0.6322966879178977,0.3491958581185283,0.14626936026936027,0.41946088099934253,0.48429848425961913,0.10232696897374702,0.2874976938687658,0.20421299946894964,0.11020552799433027,0.39267015706806285,0.10575804575416828,0.4666666666666667,0.17605177993527507
77,0.1951219512195122,nan,0.1090804616047629,0.15172413793103448,0.44477611940298506,0.40465437209885835,0.2985735366453517,0.6626669760350028,0.3458679492785308,0.14015333878965866,0.43093093093093093,0.5005831146653338,0.09807865714087535,0.279132449997481,0.21272864868855787,0.09314097696785624,0.3769921230994688,0.10859533315944704,0.2,0.16769095697980685
78,0.19548872180451127,nan,0.10730647505366983,0.13166144200626959,0.4358974358974359,0.42419018889607124,0.3227699530516432,0.6661220406802267,0.35031364459226205,0.16091877717661898,0.4554504728720757,0.4693712332463794,0.10520665593129361,0.29645519763679845,0.21115842340866905,0.10423940149625935,0.3929336188436831,0.1007857981175044,0.2903225806451613,0.1851024208566108
79,0.1875,nan,0.10834741672993069,0.20786516853932585,0.4669811320754717,0.4139168765743073,0.30765199161425577,0.6507142163055096,0.33719305250549014,0.1499591323028405,0.4341164453524004,0.48868422088400837,0.1052714398111723,0.3000463805344465,0.2108499159192825,0.09777777777777778,0.4002433090024331,0.10038448207765409,0.3275862068965517,0.2111158983196898
80,0.13793103448275862,nan,0.10596839267654501,0.16039279869067102,0.39643652561247217,0.41980292869850827,0.3063343717549325,0.6591440714262181,0.3144794636664869,0.15104522325263783,0.44476885644768854,0.48347202515626797,0.08814797899063713,0.3043743435096398,0.2170576577407015,0.10134529147982063,0.3964757709251101,0.10565982778394713,0.37719298245614036,0.15604681404421328
81,0.20168067226890757,nan,0.10770767376634098,0.13333333333333333,0.4490566037735849,0.40115186420127313,0.33610822060353795,0.6184772922928214,0.35257430153376185,0.15178170384788142,0.45121951219512196,0.5048815086782377,0.08938639224916525,0.2742870451839967,0.2057347670250896,0.10821643286573146,0.3806066891366347,0.10863463589945418,0.32653061224489793,0.17508628804518356
82,0.1956521739130435,nan,0.11014774007762614,0.15302491103202848,0.3979591836734694,0.4120367354914349,0.3275656324582339,0.6645293451468923,0.3269338006850952,0.15587630141860429,0.48047538200339557,0.5058877568064138,0.09981310998823285,0.27907751441383727,0.20535998792493335,0.1151618398637138,0.4069264069264069,0.10250258498125889,0.42045454545454547,0.2165938864628821
83,0.18518518518518517,nan,0.1069313317304873,0.14009661835748793,0.4581005586592179,0.40145254194840974,0.3055555555555556,0.6366302907966946,0.3213397757658207,0.1545688776105926,0.46461949265687585,0.45628476855622757,0.09573553719008264,0.28397670589969776,0.23174089528513442,0.10341643582640812,0.37547892720306514,0.10265382748844218,0.3108108108108108,0.13479883865615927
