Epoch, Accuracy, Loss
1,20.46039918612785,0.0006340090354027302
2,24.646232899924676,0.0005992461152697624
3,25.53037889047895,0.0005916887030468574
4,25.89508031935913,0.0005883026979078025
5,26.23759337341308,0.000585311411408775
6,26.36141985136986,0.0005840000631976258
7,26.488699275265017,0.0005828287185217528
8,26.683502975288416,0.0005810894187903212
9,26.721964956435336,0.0005807291881199312
10,26.718320180167044,0.0005803083399908405
11,26.919965828623898,0.0005789548445872353
12,26.970321290225225,0.0005784454289093429
13,27.067387437159578,0.0005778988273054899
14,27.045678638158122,0.0005778725671384084
15,27.13133088046285,0.0005771479828826382
16,27.09744085551212,0.0005772903988776155
17,27.187633082291374,0.0005765074820849839
18,27.206784143560704,0.0005766669824732757
19,27.3016442417011,0.0005758053663180429
20,27.334255397785768,0.0005754819719530087
21,27.28687330629804,0.0005754743365626831
22,27.34899436146717,0.0005752905414525805
23,27.34400677288951,0.0005749847003224688
24,27.354237723818038,0.0005751425813505485
25,27.426206069255866,0.0005743608295564405
26,27.460671585196327,0.0005741668837618096
27,27.46099130241284,0.0005741689301452064
28,27.460192009371553,0.0005742455973649095
29,27.504440872137415,0.0005739020920417023
30,27.51451196445768,0.0005737079518010161
31,27.5374996323252,0.0005734925178290126
32,27.559112516161704,0.0005735504211645654
33,27.536828226170517,0.000573518777368065
34,27.615830350371702,0.0005730302968504628
35,27.60486404984519,0.0005729570914729813
36,27.61870780532035,0.0005730549269564795
37,27.6636920176842,0.0005725189312090137
38,27.657937107786907,0.000572508050572248
39,27.647961930631592,0.0005726125608967079
40,27.694992333181144,0.0005721955462993378
41,27.686711657273378,0.0005722385112855421
42,27.735020928688993,0.0005719744702641803
43,27.752733262483996,0.0005717528762021814
44,27.74870482555589,0.000571832180596174
45,27.754331848566583,0.0005718338803708155
46,27.557513930079125,0.0005742079678662149
47,27.74701032430836,0.0005719774068419802
48,27.7909394698577,0.0005715318456233412
49,27.752285658380877,0.0005717594268702788
50,27.832438764561516,0.0005711871973582719
51,27.79468016129094,0.000571348475399504
52,27.85117419344938,0.0005712424140454521
53,27.820033736560685,0.0005710512054499547
54,27.831191867417104,0.0005714679226208619
55,27.837810013798997,0.0005710838571466152
56,27.890947015184008,0.0005705935584608356
57,27.92036099910351,0.0005704140609357859
58,27.90114599439088,0.0005705326282092388
59,27.883177886822665,0.0005705793263983235
60,27.91553326913412,0.0005703770793992136
61,27.866552591563813,0.0005705979079373101
62,27.907955971102677,0.0005703947554550884
63,27.939000512826418,0.0005703270317174151
64,27.916012844958892,0.0005703304309919437
65,27.963874512271385,0.0005700922208947466
66,27.98983555025251,0.0005699493554219237
67,27.907828084216074,0.0005705727958135385
68,27.897565161565897,0.0005705848364410267
69,27.990826673623715,0.0005698016720527733
70,28.003071843016293,0.0005697885134207546
71,28.03347695030699,0.0005697114596313071
72,27.916908053165134,0.0005704753777747439
73,28.006173100016497,0.0005700626627956717
74,27.99808425443863,0.0005696974179377007
75,28.019473336223577,0.0005696014319857912
76,28.039008058152724,0.0005694574755637504
77,28.026954719090057,0.0005695656664122277
78,28.061707980525384,0.0005692108277068697
79,28.02231881945057,0.0005695210308497761
80,28.03696186796702,0.0005695422501390412
81,28.052691955019625,0.0005693440542832427
82,28.067303031814422,0.0005694949410835061
83,28.06966893921664,0.0005692031436039082
84,28.082841288537114,0.0005692028922595259
85,28.059374044844816,0.0005693292122536959
86,28.096013637857588,0.0005691065062604908
87,28.09921081002275,0.0005691920989499804
88,28.101832491198188,0.0005690845544103091
89,28.08869211359936,0.0005690775071755199
90,28.16763029435725,0.0005688322524627369
91,28.08210593893913,0.0005694039777896162
92,28.12050397664274,0.0005688922957395854
93,28.132845061200268,0.0005687179575552101
94,28.118969334003463,0.000568824134365299
95,28.161427780356828,0.0005687379573067579
96,28.144067135499995,0.0005686515477515261
97,28.142532492860717,0.0005685935833330879
98,28.161427780356828,0.0005686703791570068
99,28.156887795882295,0.0005685092026018856
100,28.143139955572096,0.0005686506931103336
